id,book_name,book_publisher,book_author,book_description,book_desc,book_position,dewy_tenth,col_8,book_seriesno,book_seriesname,book_col11,book_access,book_creator,deleted_at,created_at,updated_at
1614,عيد النصر,اصدار-جامعة القاهرة الاتحاد العام للطلاب - رعاية الشباب -لجنة الثقافة العامة والتربية القومية,اعداد واشراف- دكتور محمد هنداوى و محمود عارف عبد الرحمن ومحمد بكر هلال ,يحتوى على تراجم لشهداء مصر الابطال والذين ضحوا بحياتهم فى سبيل الدستور والحرية عام 1935م وشهداء معارك القنال فى الفترة من 1951الى عام 1952 وموضوع صورة كل شهيد من نبذة حياته واستشهادة ,تراجم وحكام وقادة وثوار ,ر52-ك6,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1615,المواعظ والاعتبار بذكر الخطط والاثار والمعروف بالخطط المقريزية,مطبعة- دار الامين - القاهرة الناشر-مكتبة مدبولى *رقم الايداع 1997-10365,تاليف - تقى الدين احمد بن على المقريزى تحقيق -د.محمد زينهم -مديحة الشرقاوى ,يحتوى على ورد فيها وصف للكثير من الامور الخاصة فى مصر   مثل ذكر ما كانت علية ارض مصر فى الزمن الاول ذكر ماعمله المسلمون عند فتح مصر فى الخراج وماكان من امر مصر فى ذلك مع القبط ، ذكر انتقاض القبط وماكان من الاحداث فى ذلك ،ذكر الاهرام وابو الهول ماذكر حبل المقطم ،ذكر الاسكندرية واسوان والقاهرة والاقصر والفيوم والعديد من المدن الاخرى ، ذكر اعياد القبط من النصارى بديار مصر ذكر ابواب القاهرة ،والجوامع ،الاسواق ، الجزر ، الحمامات ،البرك ،الميادين ، الملوك ،السلاطين ، المدارس ، المقابر ،القرافة ، المعابد ،وكنائس اليهود، ذكر اديرة درنكه والكنائس ,ناقص,ر65-ك1ج1,,977-208-228-4,ج1+39,صفحات من تاريخ مصر,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1616,الخروج من الاسوار تحديث مدينة القاهرة ,مطبعة- دار الكتب والوثائق القومية بالقاهرة *طبعة 2016 *الناشر-دار الكتب والوثائق القومية والادارة المركزية للمراكز العلمية *رقم الايداع 2016 -8584,تاليف-د.غادة فاروق ابو الفتوح,يحتوى على اسباب تحديث مدينة القاهرة 1914-1952 كما تطرق الى الامتداد العمرانى لمدينة القاهرة وتطرق الى الاهتمام بالتحديث والابنية ووسائل النقل والمواصلات والاهتمام بالصحة ووسائل الاتصال مثل الهاتف والتلغراف والاذاعة والبريد كما تطرق الكتاب الى وسائل الوقاية من اخطار العالمية الثانية ومنها انشاء المخابىء وتطرق الى البرك والمستنقعات والجبايات ,القاهرة,ر60-ك1,962.16,978-977-18-1229-6,104,مصر النهضة,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1617,القاهرة منتصف القرن التاسع عشر ,مطبعة-الدار المصرية اللبنانية*طبعة اولى *الناشر -الدار المصرية اللبنانية2017م*رقم الايداع 2017-15131,اعداد-ادوارد وليم لين *تقديم واعداد ستانلى لين بول *ترجمه وحققه وعلق عليه د.احمد سالم سالم,يحتوى على وصف لملاح القاهرة فى فترة منتصف القرن التاسع عشر فنجد الرحاله ادوارد وليم لين تطرق الى الشوارع والحوارى وابواب اسوار القاهرة كما تطرق الى المساكن والمساجد والاسواق والحصون والمقابر وفى مقدمه الكتاب تم وضع ترجمه لسيرة هذا الرحاله الشهير كما تطرق الكتاب الى انشاء القاهرة ووصف لها يرجع الى عام 1847م وتطرق الى وصف القلعة ومصر العتيقة واحتوى الكتاب على العديد من الصور القيمه القديمة,القاهرة,ر60-ك2,916216,978-977-795-133-3,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1618,القاهرة,مطبعة- دار الهلال *طبعة رابعه 2017م *رقم الايداع 2017-10373,بقلم -د. جمال حمدان,يحتوى على شرح لاقليم القاهرة الكبرى وتطرق الى الناحية الجغرافية للقاهرة والبعد التاريخى لها كما تطرق الى الهجرة من والى القاهرة والتوزيع السكانى ,القاهرة,ر60-ك3,,978-977-07-1831-5,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1619,قصور وحدائق المنتزه,المطبعة-طبع فى مصر *الناشر-مكتبة الاسكندرية *رقم الايداع 2013-21733,اعداد-محمد فؤاد عوض ,يحتوى على نبذه تاريخية عن موقع قصور وحدائق المنتزه وتضمن شرح للسلاملك قصر الحضرة الخديوية والحرملك القر الصيف الملكى واحداث ثورة 23 يوليو 1952م والتى كان شاهدا عليها من احداث جدران هذا الموقع وتطرق الكتاب الى القصور والحدائق والمتنزهات وفندق فلسطين وفيلا الشاى والكوبرى ومرسى الترفيهية ومبنى الادارة والورش ومحطة القطار الملكية والجراج والبوابة الرئيسية كما احتوى الكتاب على العديد من الصور القديمة والحديثة ,مناسبات مصرية وعالمية,ر92-ك7,,978-977-452-264-6,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1620,مجلة ذاكرة مصر,اصدار-مكتبة الاسكندرية - العدد الرابع والعشرون-يناير2016,المشرف العام -سراج الدين رئيس التحرير -خالد عزب, يحتوى على مجلة ربع سنوية بيت الكرديلة -تنيس ... الاسم والتاريخ والحفائر - حدث ×صور : رحلة السفينة مباحث لاستكشاف البحر الاحمر - تجارة مصر المحروسة فى القرن التاسع عشر -مقتطفات من تاريخ جامعة اسيوط - افراح الانجال - النشيد القومى المصرى - يونس القاضى .. مؤلف النشيد الوطنى المصرى وعصر من التنوير - الخيل فى عصر المماليك - مخطوط عباس باشا عن اصول الخيل العربية - قراءة فى كتاب القاهرة ..خططها وتطورها العمرانى ,موسوعة مصر الحديثة ومجلة مصر المحروسة - ومجلة ذاكرة مصر -ومجلة ايام مصرية,ر64-ك3ج24,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1621,مجلة ذاكرة مصر,اصدار-مكتبة الاسكندرية - العدد الثلاثون-يوليو2017,المشرف العام -مصطفى الفقى رئيس التحرير -خالد عزب,يحتوى على مجلة ربع سنوية - كنوز مصرية فى متحف اللوفر - الشيخ مصطفى عبد الرازق - حدث × صور ضرب مدينة الاسكندرية فى11 يوليو 1882م - تصاميم القباب الحجرية فى القاهرة - الاستراحة الملكية فى الهرم - كلاكيت ثانى مرة كيف يحا العلم مشكلة الفقر؟ للدكتور على مصطفى مشرفة - امير وامارة على شاطىء بحيرة تنيس (المنزلة) - ضوء السراج على تاريخ ميت سراج - ملف خاص من تاريخ الصحافة المصرية - السياسة الاسبوعية - جريدة المنتظر - ملف خاص البريد المصرى - متحف البريد بالقاهرة - محطات فى تاريخ البريد المصرى  - قراءة فى كتاب : موسوعة مصر والقضية الفلسطينية,موسوعة مصر الحديثة ومجلة مصر المحروسة - ومجلة ذاكرة مصر -ومجلة ايام مصرية,ر64-ك2ج30,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1622,مجلة ذاكرة مصر,اصدار-مكتبة الاسكندرية - العدد الحادى والثلاثون- كتوبر 2017,المشرف العام- مصطفى الفقى  رئيس التحرير-خالد عزب,يحتوى على مجلة ربع سنوية - بيوت القهوة فى مصر -ضريح سعد باشا زغلول .. بناية فرعونية فى قلب القاهرة الخديوية -حدث × صور : ترميم جامع الحاكم بامر الله فى القاهرة - الموسيقى المصرية على مشارف القرن العشرين - مكتبة الامير فاروق بمدينة شبين الكوم بالمنوفية - كلاكيت ثانى مرة : القسم المصرى بمعرض نيويورك الدولى 1939م - بين النقود والمقايضة : النقود السلعية السودانية فى عصر محمد على باشا - ملف خاص :مدينة سيناء - معبد سرابيط الخادم .. حتحور سيدة الفيروز -ثلاثون عاما من الحفائر فى المدخل الشرقى لمصر -قلعة صلاح الدين بجزيرة فرعون فى سيناء - قراءة فى كتاب : اعيان الريف المصرى فى العصر العثمانى ,موسوعة مصر الحديثة ومجلة مصر المحروسة - ومجلة ذاكرة مصر -ومجلة ايام مصرية,ر64-ك2ج31,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1623,مجلة ذاكرة مصر,اصدار-مكتبة الاسكندرية - العدد الثانى والثلاثون-يناير2018,المشرف العام -مصطفى الفقى رئيس التحرير -خالد عزب,يحتوى على مجلة ربع سنوية - العمارنة .. عاصمة التوحيد فى العالم القديم - ادكو .. طريق الولاة واستراحة الغزاة -حدث × صور : زيارة الملك عبد العزيز فى مصر ..يناير 1946م - الاسكافى المصرى فى عصر المملوكى - غوردون باشا والنقود الورقية فى السودان - كلاكيت ثانى مرة اسعار المعيشة فى القاهرة .. مقابلة بين الماضى والحاضر -ممتاز نصار ..برلمانى من الطراز الاول - الحياد الايجابى .. مصر وسياسة الحياد الايجابى بعيدا عن دائرة الصراع العالمى -انذار لامبسون للملك فاروق ..4 فبراير 1942م -ملف خاص :مبنى قناة السويس .. ايقونة معمارية تتلالا فى عمارة المدينة الباسلة - المقاهى الثقافية فى العالم,موسوعة مصر الحديثة ومجلة مصر المحروسة - ومجلة ذاكرة مصر -ومجلة ايام مصرية,ر64-ك2ج32,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
